

1,1,False,{'student_idx': 0, 'question_idx': 1, 'student_skills': array([-5.0017801 , -7.36320617, -8.36096319, -7.24201132, -7.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},0
1,1,False,{'student_idx': 0, 'question_idx': 19, 'student_skills': array([-4.8017801 , -7.36320617, -8.16096319, -7.24201132, -7.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},1

1,1,False,{'student_idx': 0, 'question_idx': 20, 'student_skills': array([-4.8017801 , -7.36320617, -8.16096319, -7.24201132, -7.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},6

1,1,False,{'student_idx': 0, 'question_idx': 21, 'student_skills': array([-4.8017801 , -7.36320617, -8.16096319, -7.24201132, -7.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},15

1,1,False,{'student_idx': 0, 'question_idx': 22, 'student_skills': array([-4.8017801 , -7.36320617, -7.96096319, -7.24201132, -7.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},8

0,0,False,{'student_idx': 0, 'question_idx': 23, 'student_skills': array([-4.8017801 , -7.36320617, -7.96096319, -7.24201132, -7.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},2

0,0,False,{'student_idx': 0, 'question_idx': 24, 'student_skills': array([-4.8017801 , -7.36320617, -7.96096319, -7.24201132, -7.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},17

1,1,False,{'student_idx': 0, 'question_idx': 25, 'student_skills': array([-4.8017801 , -7.36320617, -7.96096319, -7.24201132, -6.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},16

1,1,False,{'student_idx': 0, 'question_idx': 26, 'student_skills': array([-4.8017801 , -7.16320617, -7.96096319, -7.24201132, -6.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},4

1,1,False,{'student_idx': 0, 'question_idx': 27, 'student_skills': array([-4.8017801 , -7.16320617, -7.96096319, -7.24201132, -6.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},2

0,0,False,{'student_idx': 0, 'question_idx': 28, 'student_skills': array([-4.8017801 , -7.16320617, -7.96096319, -7.24201132, -6.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},5

0,0,False,{'student_idx': 0, 'question_idx': 29, 'student_skills': array([-4.8017801 , -6.96320617, -7.96096319, -7.24201132, -6.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},4

0,0,False,{'student_idx': 0, 'question_idx': 30, 'student_skills': array([-4.8017801 , -6.96320617, -7.96096319, -7.24201132, -6.72943233]), 'student_learner_style': array([1., 0., 0., 0.])},16

1,1,False,{'student_idx': 0, 'question_idx': 31, 'student_skills': array([-4.8017801 , -6.96320617, -7.96096319, -7.24201132, -6.72943233]), 'student_learner_style': array([1., 0., 0., 0.])},10

1,1,False,{'student_idx': 0, 'question_idx': 32, 'student_skills': array([-4.8017801 , -6.96320617, -7.96096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},16

1,1,False,{'student_idx': 0, 'question_idx': 33, 'student_skills': array([-4.8017801 , -6.76320617, -7.96096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},4

1,1,False,{'student_idx': 0, 'question_idx': 34, 'student_skills': array([-4.8017801 , -6.76320617, -7.96096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},6

1,1,False,{'student_idx': 0, 'question_idx': 35, 'student_skills': array([-4.8017801 , -6.76320617, -7.96096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},17

1,1,False,{'student_idx': 0, 'question_idx': 36, 'student_skills': array([-4.8017801 , -6.76320617, -7.96096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},18

0,0,False,{'student_idx': 0, 'question_idx': 37, 'student_skills': array([-4.8017801 , -6.76320617, -7.96096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},10

1,1,False,{'student_idx': 0, 'question_idx': 38, 'student_skills': array([-4.8017801 , -6.76320617, -7.76096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},8

0,0,False,{'student_idx': 0, 'question_idx': 39, 'student_skills': array([-4.8017801 , -6.76320617, -7.76096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},17

1,1,False,{'student_idx': 0, 'question_idx': 40, 'student_skills': array([-4.8017801 , -6.76320617, -7.76096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},2

1,1,False,{'student_idx': 0, 'question_idx': 41, 'student_skills': array([-4.8017801 , -6.56320617, -7.76096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},4

1,1,False,{'student_idx': 0, 'question_idx': 42, 'student_skills': array([-4.8017801 , -6.56320617, -7.76096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},5

1,1,False,{'student_idx': 0, 'question_idx': 43, 'student_skills': array([-4.8017801 , -6.56320617, -7.76096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},17

1,1,False,{'student_idx': 0, 'question_idx': 44, 'student_skills': array([-4.8017801 , -6.56320617, -7.76096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},14

0,0,False,{'student_idx': 0, 'question_idx': 45, 'student_skills': array([-4.8017801 , -6.56320617, -7.76096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},5

1,1,False,{'student_idx': 0, 'question_idx': 46, 'student_skills': array([-4.8017801 , -6.56320617, -7.76096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},18

1,1,False,{'student_idx': 0, 'question_idx': 47, 'student_skills': array([-4.8017801 , -6.56320617, -7.76096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},5

1,1,False,{'student_idx': 0, 'question_idx': 48, 'student_skills': array([-4.8017801 , -6.56320617, -7.76096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},5

1,1,False,{'student_idx': 0, 'question_idx': 49, 'student_skills': array([-4.8017801 , -6.56320617, -7.76096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},3

0,0,False,{'student_idx': 0, 'question_idx': 50, 'student_skills': array([-4.8017801 , -6.56320617, -7.76096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},17

1,1,False,{'student_idx': 0, 'question_idx': 51, 'student_skills': array([-4.8017801 , -6.56320617, -7.76096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},19

1,1,False,{'student_idx': 0, 'question_idx': 52, 'student_skills': array([-4.8017801 , -6.56320617, -7.76096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},3

1,1,False,{'student_idx': 0, 'question_idx': 53, 'student_skills': array([-4.8017801 , -6.56320617, -7.76096319, -7.24201132, -6.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},1

0,0,False,{'student_idx': 0, 'question_idx': 54, 'student_skills': array([-4.8017801 , -6.56320617, -7.76096319, -7.24201132, -6.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},16

1,1,False,{'student_idx': 0, 'question_idx': 55, 'student_skills': array([-4.8017801 , -6.56320617, -7.76096319, -7.24201132, -6.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},10

1,1,False,{'student_idx': 0, 'question_idx': 56, 'student_skills': array([-4.8017801 , -6.56320617, -7.56096319, -7.24201132, -6.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},8

1,1,False,{'student_idx': 0, 'question_idx': 57, 'student_skills': array([-4.8017801 , -6.56320617, -7.56096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},16

1,1,False,{'student_idx': 0, 'question_idx': 58, 'student_skills': array([-4.8017801 , -6.56320617, -7.56096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},6

0,0,False,{'student_idx': 0, 'question_idx': 59, 'student_skills': array([-4.8017801 , -6.56320617, -7.56096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},5

1,1,False,{'student_idx': 0, 'question_idx': 60, 'student_skills': array([-4.8017801 , -6.56320617, -7.56096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},5

1,1,False,{'student_idx': 0, 'question_idx': 61, 'student_skills': array([-4.8017801 , -6.56320617, -7.56096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},18

1,1,False,{'student_idx': 0, 'question_idx': 62, 'student_skills': array([-4.8017801 , -6.56320617, -7.56096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},7

1,1,False,{'student_idx': 0, 'question_idx': 63, 'student_skills': array([-4.8017801 , -6.56320617, -7.56096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},3

1,1,False,{'student_idx': 0, 'question_idx': 64, 'student_skills': array([-4.8017801 , -6.56320617, -7.56096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},7

1,1,False,{'student_idx': 0, 'question_idx': 65, 'student_skills': array([-4.8017801 , -6.56320617, -7.56096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},1

1,1,False,{'student_idx': 0, 'question_idx': 66, 'student_skills': array([-4.8017801 , -6.56320617, -7.56096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},3

1,1,False,{'student_idx': 0, 'question_idx': 67, 'student_skills': array([-4.8017801 , -6.56320617, -7.56096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},18

1,1,False,{'student_idx': 0, 'question_idx': 68, 'student_skills': array([-4.8017801 , -6.56320617, -7.56096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},2

1,1,False,{'student_idx': 0, 'question_idx': 69, 'student_skills': array([-4.8017801 , -6.56320617, -7.56096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},6

1,1,False,{'student_idx': 0, 'question_idx': 70, 'student_skills': array([-4.8017801 , -6.56320617, -7.56096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},9

1,1,False,{'student_idx': 0, 'question_idx': 71, 'student_skills': array([-4.8017801 , -6.56320617, -7.36096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},8

1,1,False,{'student_idx': 0, 'question_idx': 72, 'student_skills': array([-4.8017801 , -6.56320617, -7.36096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},5

1,1,False,{'student_idx': 0, 'question_idx': 73, 'student_skills': array([-4.8017801 , -6.56320617, -7.36096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},14

1,1,False,{'student_idx': 0, 'question_idx': 74, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -6.12943233]), 'student_learner_style': array([1., 0., 0., 0.])},0

1,1,False,{'student_idx': 0, 'question_idx': 75, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},16

1,1,False,{'student_idx': 0, 'question_idx': 76, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},10

1,1,False,{'student_idx': 0, 'question_idx': 77, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},15

0,0,False,{'student_idx': 0, 'question_idx': 78, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},17

1,1,False,{'student_idx': 0, 'question_idx': 79, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},3

1,1,False,{'student_idx': 0, 'question_idx': 80, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},10

0,0,False,{'student_idx': 0, 'question_idx': 81, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},9

1,1,False,{'student_idx': 0, 'question_idx': 82, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},5

0,0,False,{'student_idx': 0, 'question_idx': 83, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},13

1,1,False,{'student_idx': 0, 'question_idx': 84, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},9

1,1,False,{'student_idx': 0, 'question_idx': 85, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},17

1,1,False,{'student_idx': 0, 'question_idx': 86, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},5

1,1,False,{'student_idx': 0, 'question_idx': 87, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},3

1,1,False,{'student_idx': 0, 'question_idx': 88, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},13

1,1,False,{'student_idx': 0, 'question_idx': 89, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},1

0,0,False,{'student_idx': 0, 'question_idx': 90, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},15

0,0,False,{'student_idx': 0, 'question_idx': 91, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},18

1,1,False,{'student_idx': 0, 'question_idx': 92, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},13

1,1,False,{'student_idx': 0, 'question_idx': 93, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},15

1,1,False,{'student_idx': 0, 'question_idx': 94, 'student_skills': array([-4.6017801 , -6.56320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},18

1,1,False,{'student_idx': 0, 'question_idx': 95, 'student_skills': array([-4.6017801 , -6.36320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},4

0,0,False,{'student_idx': 0, 'question_idx': 96, 'student_skills': array([-4.6017801 , -6.36320617, -7.36096319, -7.24201132, -5.92943233]), 'student_learner_style': array([1., 0., 0., 0.])},17

1,1,False,{'student_idx': 0, 'question_idx': 97, 'student_skills': array([-4.6017801 , -6.36320617, -7.36096319, -7.24201132, -5.72943233]), 'student_learner_style': array([1., 0., 0., 0.])},16

1,1,False,{'student_idx': 0, 'question_idx': 98, 'student_skills': array([-4.6017801 , -6.36320617, -7.36096319, -7.24201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},16

0,0,False,{'student_idx': 0, 'question_idx': 99, 'student_skills': array([-4.6017801 , -6.36320617, -7.36096319, -7.24201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},13

1,1,False,{'student_idx': 0, 'question_idx': 100, 'student_skills': array([-4.6017801 , -6.36320617, -7.36096319, -7.24201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},1

1,1,False,{'student_idx': 0, 'question_idx': 101, 'student_skills': array([-4.6017801 , -6.36320617, -7.36096319, -7.24201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},6

0,0,False,{'student_idx': 0, 'question_idx': 102, 'student_skills': array([-4.6017801 , -6.16320617, -7.36096319, -7.24201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},4

1,1,False,{'student_idx': 0, 'question_idx': 103, 'student_skills': array([-4.6017801 , -6.16320617, -7.16096319, -7.24201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},8

1,1,False,{'student_idx': 0, 'question_idx': 104, 'student_skills': array([-4.6017801 , -6.16320617, -7.16096319, -7.24201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},1

1,1,False,{'student_idx': 0, 'question_idx': 105, 'student_skills': array([-4.6017801 , -5.96320617, -7.16096319, -7.24201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},4

1,1,False,{'student_idx': 0, 'question_idx': 106, 'student_skills': array([-4.6017801 , -5.96320617, -7.16096319, -7.24201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},6

1,1,False,{'student_idx': 0, 'question_idx': 107, 'student_skills': array([-4.6017801 , -5.96320617, -7.16096319, -7.24201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},19

0,0,False,{'student_idx': 0, 'question_idx': 108, 'student_skills': array([-4.6017801 , -5.96320617, -7.16096319, -7.24201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},9

1,1,False,{'student_idx': 0, 'question_idx': 109, 'student_skills': array([-4.6017801 , -5.96320617, -7.16096319, -7.24201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},19

1,1,False,{'student_idx': 0, 'question_idx': 110, 'student_skills': array([-4.6017801 , -5.96320617, -7.16096319, -7.24201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},10

0,0,False,{'student_idx': 0, 'question_idx': 111, 'student_skills': array([-4.6017801 , -5.96320617, -7.16096319, -7.24201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},1

0,0,False,{'student_idx': 0, 'question_idx': 112, 'student_skills': array([-4.6017801 , -5.96320617, -7.16096319, -7.24201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},5

1,1,False,{'student_idx': 0, 'question_idx': 113, 'student_skills': array([-4.6017801 , -5.96320617, -7.16096319, -7.04201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},12

1,1,False,{'student_idx': 0, 'question_idx': 114, 'student_skills': array([-4.6017801 , -5.96320617, -7.16096319, -7.04201132, -5.52943233]), 'student_learner_style': array([1., 0., 0., 0.])},18

1,1,False,{'student_idx': 0, 'question_idx': 115, 'student_skills': array([-4.6017801 , -5.96320617, -7.16096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},16

0,0,False,{'student_idx': 0, 'question_idx': 116, 'student_skills': array([-4.6017801 , -5.96320617, -7.16096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},2

0,0,False,{'student_idx': 0, 'question_idx': 117, 'student_skills': array([-4.6017801 , -5.96320617, -7.16096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},19

1,1,False,{'student_idx': 0, 'question_idx': 118, 'student_skills': array([-4.6017801 , -5.96320617, -6.96096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},8

1,1,False,{'student_idx': 0, 'question_idx': 119, 'student_skills': array([-4.6017801 , -5.96320617, -6.96096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},3

1,1,False,{'student_idx': 0, 'question_idx': 120, 'student_skills': array([-4.6017801 , -5.96320617, -6.96096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},15

1,1,False,{'student_idx': 0, 'question_idx': 121, 'student_skills': array([-4.6017801 , -5.96320617, -6.96096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},5

1,1,False,{'student_idx': 0, 'question_idx': 122, 'student_skills': array([-4.6017801 , -5.96320617, -6.96096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},15

1,1,False,{'student_idx': 0, 'question_idx': 123, 'student_skills': array([-4.4017801 , -5.96320617, -6.96096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},0

1,1,False,{'student_idx': 0, 'question_idx': 124, 'student_skills': array([-4.4017801 , -5.96320617, -6.96096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},5

1,1,False,{'student_idx': 0, 'question_idx': 125, 'student_skills': array([-4.4017801 , -5.96320617, -6.96096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},3

0,0,False,{'student_idx': 0, 'question_idx': 126, 'student_skills': array([-4.4017801 , -5.96320617, -6.96096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},9

1,1,False,{'student_idx': 0, 'question_idx': 127, 'student_skills': array([-4.4017801 , -5.96320617, -6.96096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},2

1,1,False,{'student_idx': 0, 'question_idx': 128, 'student_skills': array([-4.4017801 , -5.96320617, -6.96096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},9

1,1,False,{'student_idx': 0, 'question_idx': 129, 'student_skills': array([-4.2017801 , -5.96320617, -6.96096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},0

1,1,False,{'student_idx': 0, 'question_idx': 130, 'student_skills': array([-4.2017801 , -5.96320617, -6.96096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},1

1,1,False,{'student_idx': 0, 'question_idx': 131, 'student_skills': array([-4.2017801 , -5.96320617, -6.96096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},6

1,1,False,{'student_idx': 0, 'question_idx': 132, 'student_skills': array([-4.2017801 , -5.96320617, -6.96096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},15

1,1,False,{'student_idx': 0, 'question_idx': 133, 'student_skills': array([-4.2017801 , -5.96320617, -6.96096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},11

0,0,False,{'student_idx': 0, 'question_idx': 134, 'student_skills': array([-4.2017801 , -5.96320617, -6.76096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},8

0,0,False,{'student_idx': 0, 'question_idx': 135, 'student_skills': array([-4.2017801 , -5.96320617, -6.76096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},9

1,1,False,{'student_idx': 0, 'question_idx': 136, 'student_skills': array([-4.2017801 , -5.96320617, -6.76096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},5

1,1,False,{'student_idx': 0, 'question_idx': 137, 'student_skills': array([-4.2017801 , -5.96320617, -6.76096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},17

1,1,False,{'student_idx': 0, 'question_idx': 138, 'student_skills': array([-4.2017801 , -5.96320617, -6.76096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},18

1,1,False,{'student_idx': 0, 'question_idx': 139, 'student_skills': array([-4.2017801 , -5.96320617, -6.76096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},10

1,1,False,{'student_idx': 0, 'question_idx': 140, 'student_skills': array([-4.2017801 , -5.96320617, -6.76096319, -7.04201132, -5.32943233]), 'student_learner_style': array([1., 0., 0., 0.])},6

